Paso 1: q0, Lee: 0 -> Escribe: X, Mueve: R, Nuevo: q1
Paso 335: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 336: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 337: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 338: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 339: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 340: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 341: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 342: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 343: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 344: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 345: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 346: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 347: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 348: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 349: q1, Lee: 1 -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 350: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 351: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 352: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 353: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 354: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 355: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 356: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 357: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 358: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 359: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 360: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 361: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 362: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 363: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 364: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 365: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 366: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 367: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 368: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 369: q2, Lee: X -> Escribe: X, Mueve: R, Nuevo: q0
Paso 370: q0, Lee: 0 -> Escribe: X, Mueve: R, Nuevo: q1
Paso 371: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 372: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 373: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 374: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 375: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 376: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 377: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 378: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 379: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 380: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 381: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 382: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 383: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 384: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 385: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 386: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 387: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 388: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 389: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 390: q1, Lee: 1 -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 391: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 392: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 393: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 394: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 395: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 396: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 397: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 398: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 399: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 400: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 401: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 402: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 403: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 404: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 405: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 406: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 407: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 408: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 409: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 410: q2, Lee: X -> Escribe: X, Mueve: R, Nuevo: q0
Paso 411: q0, Lee: 0 -> Escribe: X, Mueve: R, Nuevo: q1
Paso 412: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 413: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 414: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 415: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 416: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 417: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 418: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 419: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 420: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 421: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 422: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 423: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 424: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 425: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 426: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 427: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 428: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 429: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 430: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 431: q1, Lee: 1 -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 432: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 433: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 434: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 435: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 436: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 437: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 438: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 439: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 440: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 441: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 442: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 443: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 444: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 445: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 446: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 447: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 448: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 449: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 450: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 451: q2, Lee: X -> Escribe: X, Mueve: R, Nuevo: q0
Paso 452: q0, Lee: 0 -> Escribe: X, Mueve: R, Nuevo: q1
Paso 453: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 454: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 455: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 456: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 457: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 458: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 459: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 460: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 461: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 462: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 463: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 464: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 465: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 466: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 467: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 468: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 469: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 470: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 471: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 472: q1, Lee: 1 -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 473: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 474: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 475: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 476: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 477: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 478: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 479: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 480: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 481: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 482: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 483: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 484: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 485: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 486: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 487: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 488: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 489: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 490: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 491: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 492: q2, Lee: X -> Escribe: X, Mueve: R, Nuevo: q0
Paso 493: q0, Lee: 0 -> Escribe: X, Mueve: R, Nuevo: q1
Paso 494: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 495: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 496: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 497: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 498: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 499: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 500: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 501: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 502: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 503: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 504: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 505: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 506: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 507: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 508: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 509: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 510: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 511: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 512: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 513: q1, Lee: 1 -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 514: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 515: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 516: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 517: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 518: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 519: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 520: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 521: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 522: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 523: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 524: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 525: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 526: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 527: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 528: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 529: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 530: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 531: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 532: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 533: q2, Lee: X -> Escribe: X, Mueve: R, Nuevo: q0
Paso 534: q0, Lee: 0 -> Escribe: X, Mueve: R, Nuevo: q1
Paso 535: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 536: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 537: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 538: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 539: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 540: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 541: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 542: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 543: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 544: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 545: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 546: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 547: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 548: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 549: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 550: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 551: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 552: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 553: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 554: q1, Lee: 1 -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 555: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 556: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 557: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 558: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 559: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 560: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 561: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 562: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 563: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 564: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 565: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 566: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 567: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 568: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 569: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 570: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 571: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 572: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 573: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 574: q2, Lee: X -> Escribe: X, Mueve: R, Nuevo: q0
Paso 575: q0, Lee: 0 -> Escribe: X, Mueve: R, Nuevo: q1
Paso 576: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 577: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 578: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 579: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 580: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 581: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 582: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 583: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 584: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 585: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 586: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 587: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 588: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 589: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 590: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 591: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 592: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 593: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 594: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 595: q1, Lee: 1 -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 596: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 597: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 598: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 599: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 600: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 601: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 602: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 603: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 604: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 605: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 606: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 607: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 608: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 609: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 610: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 611: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 612: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 613: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 614: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 615: q2, Lee: X -> Escribe: X, Mueve: R, Nuevo: q0
Paso 616: q0, Lee: 0 -> Escribe: X, Mueve: R, Nuevo: q1
Paso 617: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 618: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 619: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 620: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 621: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 622: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 623: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 624: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 625: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 626: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 627: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 628: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 629: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 630: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 631: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 632: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 633: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 634: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 635: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 636: q1, Lee: 1 -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 637: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 638: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 639: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 640: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 641: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 642: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 643: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 644: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 645: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 646: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 647: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 648: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 649: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 650: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 651: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 652: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 653: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 654: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 655: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 656: q2, Lee: X -> Escribe: X, Mueve: R, Nuevo: q0
Paso 657: q0, Lee: 0 -> Escribe: X, Mueve: R, Nuevo: q1
Paso 658: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 659: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 660: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 661: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 662: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 663: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 664: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 665: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 666: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 667: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 668: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 669: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 670: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 671: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
